file,model_pred,confidence,verdict,hint
fail_0008.jpg,MCU,0.9969,captcha_wrong,验证码输入错误 请您重新输入!
fail_0030.jpg,IWK,0.9101,captcha_wrong,验证码输入错误 请您重新输入!
fail_0049.jpg,UVP3,0.8573,captcha_wrong,验证码输入错误 请您重新输入!
fail_0051.jpg,Z0QJ,0.7938,captcha_wrong,验证码输入错误 请您重新输入!
fail_0064.jpg,S1HI4,0.8386,captcha_wrong,验证码输入错误 请您重新输入!
fail_0066.jpg,LQ6G,0.87,captcha_wrong,验证码输入错误 请您重新输入!
fail_0073.jpg,TGJM,0.8518,captcha_wrong,验证码输入错误 请您重新输入!
fail_0078.jpg,HROI,0.8857,captcha_wrong,验证码输入错误 请您重新输入!
fail_0095.jpg,SWWK,0.9663,captcha_wrong,验证码输入错误 请您重新输入!
fail_0098.jpg,WNJ,0.9008,captcha_wrong,验证码输入错误 请您重新输入!
fail_0099.jpg,WUJC,0.8903,captcha_wrong,验证码输入错误 请您重新输入!
fail_0115.jpg,MEC,0.866,captcha_wrong,验证码输入错误 请您重新输入!
fail_0125.jpg,1Z0C,0.8166,captcha_wrong,验证码输入错误 请您重新输入!
fail_0155.jpg,EMX,0.9055,captcha_wrong,验证码输入错误 请您重新输入!
fail_0176.jpg,Q0LN,0.8306,captcha_wrong,验证码输入错误 请您重新输入!
fail_0210.jpg,W8J5,0.8402,captcha_wrong,验证码输入错误 请您重新输入!
fail_0214.jpg,DWR,0.999,captcha_wrong,验证码输入错误 请您重新输入!
fail_0216.jpg,JDMI,0.7505,captcha_wrong,验证码输入错误 请您重新输入!
fail_0218.jpg,M7N,0.994,captcha_wrong,验证码输入错误 请您重新输入!
fail_0220.jpg,Z79EJ,0.8366,captcha_wrong,验证码输入错误 请您重新输入!
fail_0223.jpg,TS5DG,0.9993,captcha_wrong,验证码输入错误 请您重新输入!
fail_0227.jpg,UEQ4,0.9849,captcha_wrong,验证码输入错误 请您重新输入!
fail_0228.jpg,8NX,0.9596,captcha_wrong,验证码输入错误 请您重新输入!
fail_0230.jpg,EB3I,0.7998,captcha_wrong,验证码输入错误 请您重新输入!
fail_0269.jpg,89MI,0.9301,captcha_wrong,验证码输入错误 请您重新输入!
fail_0277.jpg,KDOH,0.913,captcha_wrong,验证码输入错误 请您重新输入!
fail_0281.jpg,WWVC,0.8314,captcha_wrong,验证码输入错误 请您重新输入!
fail_0293.jpg,10WI,0.8838,captcha_wrong,验证码输入错误 请您重新输入!
fail_0317.jpg,QJAM,0.8856,captcha_wrong,验证码输入错误 请您重新输入!
fail_0319.jpg,51WV,0.8834,captcha_wrong,验证码输入错误 请您重新输入!
fail_0325.jpg,VG51,0.8986,captcha_wrong,验证码输入错误 请您重新输入!
fail_0328.jpg,61QA,0.9377,captcha_wrong,验证码输入错误 请您重新输入!
fail_0331.jpg,2TMT,0.8431,captcha_wrong,验证码输入错误 请您重新输入!
fail_0333.jpg,2ZRQ,0.9728,captcha_wrong,验证码输入错误 请您重新输入!
fail_0336.jpg,RXN,0.996,captcha_wrong,验证码输入错误 请您重新输入!
fail_0349.jpg,OM88,0.8676,captcha_wrong,验证码输入错误 请您重新输入!
fail_0352.jpg,CBML,0.8912,captcha_wrong,验证码输入错误 请您重新输入!
fail_0377.jpg,LV2T,0.9892,captcha_wrong,验证码输入错误 请您重新输入!
fail_0378.jpg,BXBQ,0.9659,captcha_wrong,验证码输入错误 请您重新输入!
fail_0379.jpg,MB3N,0.8688,captcha_wrong,验证码输入错误 请您重新输入!
fail_0386.jpg,2WBK,0.9605,captcha_wrong,验证码输入错误 请您重新输入!
fail_0401.jpg,I9SO,0.8654,captcha_wrong,验证码输入错误 请您重新输入!
fail_0402.jpg,TND9,0.8969,captcha_wrong,验证码输入错误 请您重新输入!
fail_0410.jpg,8CM,0.9992,captcha_wrong,验证码输入错误 请您重新输入!
fail_0414.jpg,9WDL,0.9073,captcha_wrong,验证码输入错误 请您重新输入!
fail_0425.jpg,6DOR,0.9814,captcha_wrong,验证码输入错误 请您重新输入!
fail_0449.jpg,MQLH,0.922,captcha_wrong,验证码输入错误 请您重新输入!
fail_0452.jpg,O6WY,0.8515,captcha_wrong,验证码输入错误 请您重新输入!
fail_0453.jpg,CMQ,0.9976,captcha_wrong,验证码输入错误 请您重新输入!
fail_0464.jpg,JWL,0.9721,captcha_wrong,验证码输入错误 请您重新输入!
fail_0477.jpg,MZH3,0.8178,captcha_wrong,验证码输入错误 请您重新输入!
