file,model_pred,confidence,verdict,hint
fail_0014.jpg,YZLT,0.9154,captcha_wrong,验证码输入错误 请您重新输入!
fail_0038.jpg,DM81,0.8487,captcha_wrong,验证码输入错误 请您重新输入!
fail_0054.jpg,R2O0O,0.8242,captcha_wrong,验证码输入错误 请您重新输入!
fail_0072.jpg,N730N,0.7715,captcha_wrong,验证码输入错误 请您重新输入!
fail_0080.jpg,NMBW,0.7989,captcha_wrong,验证码输入错误 请您重新输入!
fail_0081.jpg,QGEW,0.9932,captcha_wrong,验证码输入错误 请您重新输入!
fail_0089.jpg,TLOL,0.8435,captcha_wrong,验证码输入错误 请您重新输入!
fail_0098.jpg,LFI,0.9387,captcha_wrong,验证码输入错误 请您重新输入!
fail_0106.jpg,GDWD,0.9363,captcha_wrong,验证码输入错误 请您重新输入!
fail_0125.jpg,0WN,0.8052,captcha_wrong,验证码输入错误 请您重新输入!
fail_0130.jpg,NX3T,0.886,captcha_wrong,验证码输入错误 请您重新输入!
fail_0146.jpg,UPWK,0.8654,captcha_wrong,验证码输入错误 请您重新输入!
fail_0153.jpg,YOQA,0.9354,captcha_wrong,验证码输入错误 请您重新输入!
fail_0174.jpg,8GDN,0.8571,captcha_wrong,验证码输入错误 请您重新输入!
fail_0226.jpg,AWW9,0.6992,captcha_wrong,验证码输入错误 请您重新输入!
fail_0237.jpg,SFNN,0.94,captcha_wrong,验证码输入错误 请您重新输入!
fail_0238.jpg,77Y,0.9877,captcha_wrong,验证码输入错误 请您重新输入!
fail_0286.jpg,TS2P,0.8215,captcha_wrong,验证码输入错误 请您重新输入!
fail_0293.jpg,SVKJV,0.8158,captcha_wrong,验证码输入错误 请您重新输入!
fail_0302.jpg,D4AK,0.8352,captcha_wrong,验证码输入错误 请您重新输入!
fail_0306.jpg,WZX,0.9802,captcha_wrong,验证码输入错误 请您重新输入!
fail_0311.jpg,QMO1,0.9623,captcha_wrong,验证码输入错误 请您重新输入!
fail_0321.jpg,WKP8,0.8801,captcha_wrong,验证码输入错误 请您重新输入!
fail_0328.jpg,MN2R,0.8981,captcha_wrong,验证码输入错误 请您重新输入!
fail_0365.jpg,YHD,0.9995,captcha_wrong,验证码输入错误 请您重新输入!
fail_0371.jpg,IEW6,0.9543,captcha_wrong,验证码输入错误 请您重新输入!
fail_0412.jpg,YSIH,0.9787,captcha_wrong,验证码输入错误 请您重新输入!
fail_0429.jpg,V3Z9,0.8127,captcha_wrong,验证码输入错误 请您重新输入!
fail_0485.jpg,4XQMI,0.8642,captcha_wrong,验证码输入错误 请您重新输入!
