file,model_pred,confidence,verdict,hint
fail_0005.jpg,FBSU,0.8633,captcha_wrong,验证码输入错误 请您重新输入!
fail_0006.jpg,3MV,0.9996,captcha_wrong,验证码输入错误 请您重新输入!
fail_0012.jpg,33TVJ,0.8174,captcha_wrong,验证码输入错误 请您重新输入!
fail_0054.jpg,HI8T,0.8841,captcha_wrong,验证码输入错误 请您重新输入!
fail_0082.jpg,E7R9,0.9028,captcha_wrong,验证码输入错误 请您重新输入!
fail_0083.jpg,A4M,0.9972,captcha_wrong,验证码输入错误 请您重新输入!
fail_0092.jpg,YMOK,0.8429,captcha_wrong,验证码输入错误 请您重新输入!
fail_0147.jpg,CWTT,0.8117,captcha_wrong,验证码输入错误 请您重新输入!
fail_0158.jpg,6QZP,0.9812,captcha_wrong,验证码输入错误 请您重新输入!
fail_0168.jpg,S4M7,0.8211,captcha_wrong,验证码输入错误 请您重新输入!
fail_0175.jpg,K8F,0.9573,captcha_wrong,验证码输入错误 请您重新输入!
fail_0182.jpg,4NIL,0.9346,captcha_wrong,验证码输入错误 请您重新输入!
fail_0191.jpg,HXDID,0.8506,captcha_wrong,验证码输入错误 请您重新输入!
fail_0209.jpg,8M6,0.9963,captcha_wrong,验证码输入错误 请您重新输入!
fail_0248.jpg,DLWK,0.9499,captcha_wrong,验证码输入错误 请您重新输入!
fail_0252.jpg,Y5U,0.9999,captcha_wrong,验证码输入错误 请您重新输入!
fail_0274.jpg,WKBB,0.8853,captcha_wrong,验证码输入错误 请您重新输入!
fail_0291.jpg,MS8E,0.9864,captcha_wrong,验证码输入错误 请您重新输入!
fail_0294.jpg,1SFX,0.8048,captcha_wrong,验证码输入错误 请您重新输入!
fail_0310.jpg,QOOU,0.9259,captcha_wrong,验证码输入错误 请您重新输入!
fail_0354.jpg,3IFU,0.9275,captcha_wrong,验证码输入错误 请您重新输入!
fail_0367.jpg,JXY,0.9904,captcha_wrong,验证码输入错误 请您重新输入!
fail_0379.jpg,B0R4,0.9517,captcha_wrong,验证码输入错误 请您重新输入!
fail_0386.jpg,XIL,0.9978,captcha_wrong,验证码输入错误 请您重新输入!
fail_0406.jpg,AYW,0.9992,captcha_wrong,验证码输入错误 请您重新输入!
fail_0422.jpg,6TM6,0.9852,captcha_wrong,验证码输入错误 请您重新输入!
fail_0425.jpg,GM89,0.921,captcha_wrong,验证码输入错误 请您重新输入!
fail_0431.jpg,JYMH,0.8024,captcha_wrong,验证码输入错误 请您重新输入!
fail_0435.jpg,NC9O,0.7989,captcha_wrong,验证码输入错误 请您重新输入!
fail_0439.jpg,QM2V,0.8191,captcha_wrong,验证码输入错误 请您重新输入!
fail_0468.jpg,RT7,0.6857,captcha_wrong,验证码输入错误 请您重新输入!
fail_0479.jpg,3GDQ,0.9204,captcha_wrong,验证码输入错误 请您重新输入!
fail_0486.jpg,YM0,0.8414,captcha_wrong,验证码输入错误 请您重新输入!
fail_0500.jpg,4QM7,0.804,captcha_wrong,验证码输入错误 请您重新输入!
fail_0507.jpg,87W71,0.8476,captcha_wrong,验证码输入错误 请您重新输入!
fail_0553.jpg,3ACR,0.9016,captcha_wrong,验证码输入错误 请您重新输入!
fail_0559.jpg,QMVA,0.7436,captcha_wrong,验证码输入错误 请您重新输入!
fail_0568.jpg,LWK4,0.9481,captcha_wrong,验证码输入错误 请您重新输入!
fail_0580.jpg,JHA,0.95,captcha_wrong,验证码输入错误 请您重新输入!
fail_0687.jpg,NCFL,0.8661,captcha_wrong,验证码输入错误 请您重新输入!
fail_0693.jpg,1Z38N,0.8233,captcha_wrong,验证码输入错误 请您重新输入!
fail_0726.jpg,NIFF,0.8022,captcha_wrong,验证码输入错误 请您重新输入!
fail_0736.jpg,2JM,0.9955,captcha_wrong,验证码输入错误 请您重新输入!
fail_0743.jpg,8VE,0.9098,captcha_wrong,验证码输入错误 请您重新输入!
fail_0754.jpg,W0G5,0.8785,captcha_wrong,验证码输入错误 请您重新输入!
fail_0771.jpg,AYER,0.8953,captcha_wrong,验证码输入错误 请您重新输入!
fail_0773.jpg,BKW,0.9173,captcha_wrong,验证码输入错误 请您重新输入!
fail_0779.jpg,N7CJ4,0.8195,captcha_wrong,验证码输入错误 请您重新输入!
fail_0786.jpg,LOYB,0.7843,captcha_wrong,验证码输入错误 请您重新输入!
fail_0825.jpg,PWA,0.9849,captcha_wrong,验证码输入错误 请您重新输入!
fail_0872.jpg,D0W1,0.8469,captcha_wrong,验证码输入错误 请您重新输入!
fail_0880.jpg,WXMB3,0.789,captcha_wrong,验证码输入错误 请您重新输入!
fail_0900.jpg,TNTU,0.7181,captcha_wrong,验证码输入错误 请您重新输入!
fail_0919.jpg,RKGB,0.8284,captcha_wrong,验证码输入错误 请您重新输入!
fail_0925.jpg,43W1,0.8662,captcha_wrong,验证码输入错误 请您重新输入!
fail_0927.jpg,0VJG,0.9665,captcha_wrong,验证码输入错误 请您重新输入!
fail_0949.jpg,41E3,0.8312,captcha_wrong,验证码输入错误 请您重新输入!
fail_0952.jpg,04Z1,0.9085,captcha_wrong,验证码输入错误 请您重新输入!
fail_0995.jpg,C5Z,0.9994,captcha_wrong,验证码输入错误 请您重新输入!
