source_file,label,predicted_file,min_confidence
raw_0000.jpg,RBHS,RBHS.jpg,1.0
raw_0001.jpg,N7SW,N7SW.jpg,1.0
raw_0002.jpg,KESB,KESB.jpg,1.0
raw_0003.jpg,2DCM,2DCM.jpg,1.0
raw_0004.jpg,JVZ5,JVZ5.jpg,1.0
raw_0005.jpg,MAZM,MAZM.jpg,1.0
raw_0006.jpg,PRDX,PRDX.jpg,1.0
raw_0007.jpg,KK9U,KK9U.jpg,1.0
raw_0008.jpg,TT2E,TT2E.jpg,1.0
raw_0009.jpg,UNQG,UNQG.jpg,1.0
raw_0010.jpg,EBXV,EBXV.jpg,1.0
raw_0011.jpg,NH4V,NH4V.jpg,0.9993
raw_0012.jpg,WEKH,WEKH.jpg,1.0
raw_0013.jpg,67KE,67KE.jpg,1.0
raw_0014.jpg,SUYU,SUYU.jpg,1.0
raw_0015.jpg,EKYQ,EKYQ.jpg,1.0
raw_0016.jpg,87Q5,87Q5.jpg,1.0
raw_0017.jpg,72GH,72GH.jpg,1.0
raw_0018.jpg,XD8N,XD8N.jpg,1.0
raw_0019.jpg,UZP4,UZP4.jpg,1.0
raw_0020.jpg,7FWT,7FWT.jpg,1.0
raw_0021.jpg,WCVD,WCVD.jpg,1.0
raw_0022.jpg,87BA,87BA.jpg,1.0
raw_0023.jpg,YATY,YATY.jpg,1.0
raw_0024.jpg,UQQE,UQQE.jpg,1.0
raw_0025.jpg,HGTQ,HGTQ.jpg,1.0
raw_0026.jpg,XRBY,XRBY.jpg,1.0
raw_0027.jpg,RSMJ,RSMJ.jpg,1.0
raw_0028.jpg,A45Y,A45Y.jpg,1.0
raw_0029.jpg,PCNS,PCNS.jpg,1.0
raw_0030.jpg,MJZC,MJZC.jpg,0.9954
raw_0031.jpg,BUUC,BUUC.jpg,0.9999
raw_0032.jpg,YHAR,YHAR.jpg,1.0
raw_0033.jpg,CWWN,CWWN.jpg,0.9997
raw_0034.jpg,3UFX,3UFX.jpg,1.0
raw_0035.jpg,3SDG,3SDG.jpg,1.0
raw_0036.jpg,BAVT,BAVT.jpg,0.9998
raw_0037.jpg,Q9NA,Q9NA.jpg,1.0
raw_0038.jpg,7U4D,7U4D.jpg,1.0
raw_0039.jpg,X5ZN,X5ZN.jpg,1.0
raw_0040.jpg,8CFP,8CFP.jpg,1.0
raw_0041.jpg,BA7M,BA7M.jpg,1.0
raw_0042.jpg,WB58,WB58.jpg,0.9961
raw_0043.jpg,5ED4,5ED4.jpg,1.0
raw_0044.jpg,HZQY,HZQY.jpg,1.0
raw_0045.jpg,MN4H,MN4H.jpg,0.9783
raw_0046.jpg,XEJG,XEJG.jpg,1.0
raw_0047.jpg,4WS5,4WS5.jpg,0.9995
raw_0048.jpg,NRQA,NRQA.jpg,0.9999
raw_0049.jpg,BBBC,BBBC.jpg,1.0
raw_0050.jpg,PXSJ,PXSJ.jpg,1.0
raw_0051.jpg,S5NY,S5NY.jpg,1.0
raw_0052.jpg,MGRS,MGRS.jpg,0.9987
raw_0053.jpg,MGCW,MGCW.jpg,0.9987
raw_0054.jpg,5NUV,5NUV.jpg,1.0
raw_0055.jpg,TPKM,TPKM.jpg,1.0
raw_0056.jpg,GF7N,GF7N.jpg,1.0
raw_0057.jpg,2NYF,2NYF.jpg,1.0
raw_0058.jpg,JB3R,JB3R.jpg,1.0
raw_0059.jpg,3KSB,3KSB.jpg,1.0
raw_0060.jpg,GUKU,GUKU.jpg,1.0
raw_0061.jpg,KQMJ,KQMJ.jpg,1.0
raw_0062.jpg,VUQP,VUQP.jpg,1.0
raw_0063.jpg,XYRV,XYRV.jpg,1.0
raw_0064.jpg,SQ85,SQ85.jpg,1.0
raw_0065.jpg,ZBKV,ZBKV.jpg,1.0
raw_0066.jpg,EW2A,EW2A.jpg,1.0
raw_0067.jpg,NE3C,NE3C.jpg,1.0
raw_0068.jpg,HYPC,HYPC.jpg,1.0
raw_0069.jpg,X9XG,X9XG.jpg,1.0
raw_0070.jpg,PPDB,PPDB.jpg,1.0
raw_0071.jpg,GBGH,GBGH.jpg,1.0
raw_0072.jpg,MWZC,MWZC.jpg,0.9937
raw_0073.jpg,UCDT,UCDT.jpg,1.0
raw_0074.jpg,HSVG,HSVG.jpg,1.0
raw_0075.jpg,MNJZ,MNJZ.jpg,0.8831
raw_0076.jpg,HZY6,HZY6.jpg,1.0
raw_0077.jpg,Y5XX,Y5XX.jpg,1.0
raw_0078.jpg,3APR,3APR.jpg,1.0
raw_0079.jpg,SNVF,SNVF.jpg,1.0
raw_0080.jpg,QBYR,QBYR.jpg,1.0
raw_0081.jpg,2462,2462.jpg,1.0
raw_0082.jpg,HN9R,HN9R.jpg,1.0
raw_0083.jpg,SZMU,SZMU.jpg,0.9974
raw_0084.jpg,D9CM,D9CM.jpg,1.0
raw_0085.jpg,SWDA,SWDA.jpg,1.0
raw_0086.jpg,VKVX,VKVX.jpg,1.0
raw_0087.jpg,GZTF,GZTF.jpg,1.0
raw_0088.jpg,FWD6,FWD6.jpg,1.0
raw_0089.jpg,CUA3,CUA3.jpg,1.0
raw_0090.jpg,YK5D,YK5D.jpg,1.0
raw_0091.jpg,QPTT,QPTT.jpg,1.0
raw_0092.jpg,D8KY,D8KY.jpg,0.9996
raw_0093.jpg,ZERE,ZERE.jpg,1.0
raw_0094.jpg,PUQY,PUQY.jpg,1.0
raw_0095.jpg,5XXP,5XXP.jpg,0.9997
raw_0096.jpg,SB9V,SB9V.jpg,1.0
raw_0097.jpg,DSDC,DSDC.jpg,0.9998
raw_0098.jpg,MKKZ,MKKZ.jpg,0.9999
raw_0099.jpg,BVFR,BVFR.jpg,1.0
raw_0100.jpg,S6WY,S6WY.jpg,1.0
raw_0101.jpg,XUVN,XUVN.jpg,1.0
raw_0102.jpg,GZKM,GZKM.jpg,1.0
raw_0103.jpg,HSR5,HSR5.jpg,1.0
raw_0104.jpg,RUAY,RUAY.jpg,1.0
raw_0105.jpg,SSFZ,SSFZ.jpg,1.0
raw_0106.jpg,3VPY,3VPY.jpg,1.0
raw_0107.jpg,HJMT,HJMT.jpg,0.9999
raw_0108.jpg,B4DU,B4DU.jpg,0.9999
raw_0109.jpg,7M29,7M29.jpg,0.9992
raw_0110.jpg,TYFU,TYFU.jpg,1.0
raw_0111.jpg,PDBT,PDBT.jpg,1.0
raw_0112.jpg,ATWF,ATWF.jpg,1.0
raw_0113.jpg,AGBH,AGBH.jpg,1.0
raw_0114.jpg,TAPB,TAPB.jpg,1.0
raw_0115.jpg,PVMR,PVMR.jpg,1.0
raw_0116.jpg,TYBD,TYBD.jpg,1.0
raw_0117.jpg,XR5A,XR5A.jpg,0.9999
raw_0118.jpg,GHYV,GHYV.jpg,1.0
raw_0119.jpg,ABNU,ABNU.jpg,0.9999
raw_0120.jpg,TJR8,TJR8.jpg,1.0
raw_0121.jpg,ZSTD,ZSTD.jpg,1.0
raw_0122.jpg,C7BX,C7BX.jpg,1.0
raw_0123.jpg,5PDU,5PDU.jpg,1.0
raw_0124.jpg,6N2N,6N2N.jpg,1.0
raw_0125.jpg,4DQG,4DQG.jpg,1.0
raw_0126.jpg,6WZQ,6WZQ.jpg,1.0
raw_0127.jpg,DXBV,DXBV.jpg,1.0
raw_0128.jpg,SZXD,SZXD.jpg,1.0
raw_0129.jpg,TUXQ,TUXQ.jpg,1.0
raw_0130.jpg,SXPV,SXPV.jpg,1.0
raw_0131.jpg,ESBH,ESBH.jpg,0.9999
raw_0132.jpg,ZFRX,ZFRX.jpg,1.0
raw_0133.jpg,BYTB,BYTB.jpg,1.0
raw_0134.jpg,BGPW,BGPW.jpg,1.0
raw_0135.jpg,XSQD,XSQD.jpg,1.0
raw_0136.jpg,QH8Y,QH8Y.jpg,0.9996
raw_0137.jpg,YC6F,YC6F.jpg,1.0
raw_0138.jpg,4AQT,4AQT.jpg,1.0
raw_0139.jpg,C7CE,C7CE.jpg,1.0
raw_0140.jpg,TR5F,TR5F.jpg,1.0
raw_0141.jpg,RV68,RV68.jpg,1.0
raw_0142.jpg,6WWZ,6WWZ.jpg,1.0
raw_0143.jpg,TNV6,TNV6.jpg,0.9999
raw_0144.jpg,SDFK,SDFK.jpg,1.0
raw_0145.jpg,SN57,SN57.jpg,1.0
raw_0146.jpg,BFKP,BFKP.jpg,0.9991
raw_0147.jpg,ZRS5,ZRS5.jpg,0.9982
raw_0148.jpg,8FB7,8FB7.jpg,1.0
raw_0149.jpg,2FH7,2FH7.jpg,1.0
raw_0150.jpg,8FAV,8FAV.jpg,1.0
raw_0151.jpg,VF34,VF34.jpg,1.0
raw_0152.jpg,SXP2,SXP2.jpg,1.0
raw_0153.jpg,UJFY,UJFY.jpg,1.0
raw_0154.jpg,AWHB,AWHB.jpg,0.857
raw_0155.jpg,RUZS,RUZS.jpg,1.0
raw_0156.jpg,MFPC,MFPC.jpg,0.9736
raw_0157.jpg,ZG8Z,ZG8Z.jpg,1.0
raw_0158.jpg,7DUK,7DUK.jpg,1.0
raw_0159.jpg,JNGG,JNGG.jpg,1.0
raw_0160.jpg,QZK7,QZK7.jpg,1.0
raw_0161.jpg,PRPV,PRPV.jpg,1.0
raw_0162.jpg,R897,R897.jpg,1.0
raw_0163.jpg,WBEV,WBEV.jpg,1.0
raw_0164.jpg,9PSN,9PSN.jpg,1.0
raw_0165.jpg,HA5E,HA5E.jpg,1.0
raw_0166.jpg,TYAU,TYAU.jpg,1.0
raw_0167.jpg,YKF8,YKF8.jpg,0.9986
raw_0168.jpg,PDDU,PDDU.jpg,1.0
raw_0169.jpg,BQM8,BQM8.jpg,0.9998
raw_0170.jpg,JZUE,JZUE.jpg,1.0
raw_0171.jpg,GEJU,GEJU.jpg,1.0
raw_0172.jpg,GXZC,GXZC.jpg,1.0
raw_0173.jpg,7HAC,7HAC.jpg,1.0
raw_0174.jpg,QFNJ,QFNJ.jpg,1.0
raw_0175.jpg,T9AV,T9AV.jpg,1.0
raw_0176.jpg,AEYV,AEYV.jpg,1.0
raw_0177.jpg,QJNF,QJNF.jpg,0.9998
raw_0178.jpg,SYU5,SYU5.jpg,1.0
raw_0179.jpg,XHZU,XHZU.jpg,1.0
raw_0180.jpg,TVVD,TVVD.jpg,1.0
raw_0181.jpg,VMDB,VMDB.jpg,0.9993
raw_0182.jpg,WTDJ,WTDJ.jpg,1.0
raw_0183.jpg,RVMC,RVMC.jpg,1.0
raw_0184.jpg,SUGF,SUGF.jpg,1.0
raw_0185.jpg,QUNB,QUNB.jpg,1.0
raw_0186.jpg,DDXW,DDXW.jpg,0.9881
raw_0187.jpg,FSNX,FSNX.jpg,1.0
raw_0188.jpg,8TKA,8TKA.jpg,1.0
raw_0189.jpg,YAGG,YAGG.jpg,1.0
raw_0190.jpg,XYVR,XYVR.jpg,0.9999
raw_0191.jpg,JXKB,JXKB.jpg,1.0
raw_0192.jpg,VYFJ,VYFJ.jpg,1.0
raw_0193.jpg,5DTT,5DTT.jpg,1.0
raw_0194.jpg,3SVM,3SVM.jpg,1.0
raw_0195.jpg,NYNA,NYNA.jpg,1.0
raw_0196.jpg,VBBW,VBBW.jpg,1.0
raw_0197.jpg,PUH8,PUH8.jpg,1.0
raw_0198.jpg,N6KS,N6KS.jpg,0.9998
raw_0199.jpg,ZQZD,ZQZD.jpg,0.9993
raw_0200.jpg,PTKF,PTKF.jpg,0.9999
raw_0201.jpg,DGNS,DGNS.jpg,1.0
raw_0202.jpg,YTB3,YTB3.jpg,0.997
raw_0203.jpg,KM6X,KM6X.jpg,0.9999
raw_0204.jpg,8ZDP,8ZDP.jpg,0.9997
raw_0205.jpg,6UCQ,6UCQ.jpg,1.0
raw_0206.jpg,KQVT,KQVT.jpg,1.0
raw_0207.jpg,H9UC,H9UC.jpg,0.9976
raw_0208.jpg,BG5Y,BG5Y.jpg,1.0
raw_0209.jpg,QSHW,QSHW.jpg,1.0
raw_0210.jpg,AMRM,AMRM.jpg,0.9998
raw_0211.jpg,MKSK,MKSK.jpg,0.9924
raw_0212.jpg,AA82,AA82.jpg,1.0
raw_0213.jpg,6XWB,6XWB.jpg,1.0
raw_0214.jpg,FUC9,FUC9.jpg,1.0
raw_0215.jpg,CCM9,CCM9.jpg,1.0
raw_0216.jpg,AWQT,AWQT.jpg,0.9995
raw_0217.jpg,QUTU,QUTU.jpg,0.9995
raw_0218.jpg,QFQS,QFQS.jpg,0.9987
raw_0219.jpg,HZTX,HZTX.jpg,1.0
raw_0220.jpg,ZFWC,ZFWC.jpg,1.0
raw_0221.jpg,WPFZ,WPFZ.jpg,1.0
raw_0222.jpg,UWS4,UWS4.jpg,1.0
raw_0223.jpg,KNJV,KNJV.jpg,1.0
raw_0224.jpg,SQTP,SQTP.jpg,1.0
raw_0225.jpg,TF4N,TF4N.jpg,1.0
raw_0226.jpg,ESM7,ESM7.jpg,0.9999
raw_0227.jpg,CDQU,CDQU.jpg,0.9999
raw_0228.jpg,YXAM,YXAM.jpg,1.0
raw_0229.jpg,9CPS,9CPS.jpg,1.0
raw_0230.jpg,TXHF,TXHF.jpg,1.0
raw_0231.jpg,YUGY,YUGY.jpg,1.0
raw_0232.jpg,BQXG,BQXG.jpg,0.9999
raw_0233.jpg,B7HN,B7HN.jpg,1.0
raw_0234.jpg,HHPN,HHPN.jpg,1.0
raw_0235.jpg,Z2AX,Z2AX.jpg,1.0
raw_0236.jpg,ZJ6H,ZJ6H.jpg,1.0
raw_0237.jpg,FED8,FED8.jpg,1.0
raw_0238.jpg,R4FW,R4FW.jpg,1.0
raw_0239.jpg,ZPPV,ZPPV.jpg,1.0
raw_0240.jpg,SQ8H,SQ8H.jpg,1.0
raw_0241.jpg,EAHS,EAHS.jpg,1.0
raw_0242.jpg,ESY7,ESY7.jpg,1.0
raw_0243.jpg,KREG,KREG.jpg,1.0
raw_0244.jpg,D8TM,D8TM.jpg,1.0
raw_0245.jpg,UBBU,UBBU.jpg,1.0
raw_0246.jpg,JYME,JYME.jpg,1.0
raw_0247.jpg,BFV8,BFV8.jpg,1.0
raw_0248.jpg,RNYS,RNYS.jpg,1.0
raw_0249.jpg,UJNB,UJNB.jpg,1.0
raw_0250.jpg,VXC8,VXC8.jpg,1.0
raw_0251.jpg,P4FC,P4FC.jpg,1.0
raw_0252.jpg,ZHHT,ZHHT.jpg,1.0
raw_0253.jpg,7GZF,7GZF.jpg,1.0
raw_0254.jpg,7DSX,7DSX.jpg,1.0
raw_0255.jpg,ZCKM,ZCKM.jpg,0.9996
raw_0256.jpg,K8P6,K8P6.jpg,1.0
raw_0257.jpg,NCNY,NCNY.jpg,0.9996
raw_0258.jpg,XPEA,XPEA.jpg,1.0
raw_0259.jpg,MXA6,MXA6.jpg,0.9771
raw_0260.jpg,FJQU,FJQU.jpg,1.0
raw_0261.jpg,CT7X,CT7X.jpg,1.0
raw_0262.jpg,Z8NB,Z8NB.jpg,1.0
raw_0263.jpg,XH4D,XH4D.jpg,1.0
raw_0264.jpg,GH8Z,GH8Z.jpg,1.0
raw_0265.jpg,SNTS,SNTS.jpg,0.9998
raw_0266.jpg,GBRH,GBRH.jpg,1.0
raw_0267.jpg,PMZJ,PMZJ.jpg,1.0
raw_0268.jpg,URFY,URFY.jpg,1.0
raw_0269.jpg,M3H4,M3H4.jpg,0.7236
raw_0270.jpg,MQTA,MQTA.jpg,0.9997
raw_0271.jpg,TE2K,TE2K.jpg,1.0
raw_0272.jpg,PC3D,PC3D.jpg,1.0
raw_0273.jpg,SS2S,SS2S.jpg,1.0
raw_0274.jpg,G89A,G89A.jpg,1.0
raw_0275.jpg,A7BH,A7BH.jpg,1.0
raw_0276.jpg,BXY8,BXY8.jpg,1.0
raw_0277.jpg,XEY3,XEY3.jpg,1.0
raw_0278.jpg,ZUAA,ZUAA.jpg,1.0
raw_0279.jpg,TBUT,TBUT.jpg,1.0
raw_0280.jpg,M4QQ,M4QQ.jpg,0.9959
raw_0281.jpg,ZVDF,ZVDF.jpg,0.9999
raw_0282.jpg,KHRS,KHRS.jpg,0.9999
raw_0283.jpg,D4RB,D4RB.jpg,0.9996
raw_0284.jpg,KT5D,KT5D.jpg,1.0
raw_0285.jpg,XYNC,XYNC.jpg,1.0
raw_0286.jpg,FZQT,FZQT.jpg,1.0
raw_0287.jpg,NW9Q,NW9Q.jpg,0.9999
raw_0288.jpg,YDFB,YDFB.jpg,1.0
raw_0289.jpg,VUVU,VUVU.jpg,1.0
raw_0290.jpg,DWSS,DWSS.jpg,0.9588
raw_0291.jpg,YFRV,YFRV.jpg,1.0
raw_0292.jpg,HPM4,HPM4.jpg,0.9997
raw_0293.jpg,NGXU,NGXU.jpg,0.9989
raw_0294.jpg,R3X3,R3X3.jpg,1.0
raw_0295.jpg,ZWS3,ZWS3.jpg,1.0
raw_0296.jpg,9WVH,9WVH.jpg,1.0
raw_0297.jpg,HCFZ,HCFZ.jpg,1.0
raw_0298.jpg,AYDF,AYDF.jpg,1.0
raw_0299.jpg,FNAP,FNAP.jpg,1.0
raw_0300.jpg,RB4E,RB4E.jpg,1.0
raw_0301.jpg,MHAC,MHAC.jpg,0.9987
raw_0302.jpg,ZEZV,ZEZV.jpg,1.0
raw_0303.jpg,MQJK,MQJK.jpg,0.9894
raw_0304.jpg,B9FR,B9FR.jpg,1.0
raw_0305.jpg,FKEV,FKEV.jpg,1.0
raw_0306.jpg,SD9G,SD9G.jpg,1.0
raw_0307.jpg,UFRN,UFRN.jpg,0.9998
raw_0308.jpg,WVXD,WVXD.jpg,0.9999
raw_0309.jpg,C8BN,C8BN.jpg,1.0
raw_0310.jpg,NKWF,NKWF.jpg,1.0
raw_0311.jpg,N3BV,N3BV.jpg,1.0
